Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency,Added
Presidio di Esgaroth,hob,The Hobbit,13,normal,common,1,115177,573f67b0-6ce8-4857-a703-4a5728640736,0.03,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Giocattolaia di Città del Lago,hob,The Hobbit,19,normal,uncommon,1,115185,67304269-c595-4cf0-8dbf-fcb2e9e01fe2,0.04,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
"Beorn, Ospite Riluttante // Till and Tend",hob,The Hobbit,118,normal,common,1,115066,804589b7-3ef9-473d-97cc-c61a2d41f70d,0.05,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Orso Normale,hob,The Hobbit,133,normal,common,1,115040,0feb9817-56e1-465a-851c-b2fe202aa8ae,0.06,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Opportunista di Gundabad,hob,The Hobbit,101,normal,common,1,115233,bc4a60b8-a5bb-4dbf-8d48-95caf757eac3,0.02,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Schiamazzatore Rumoroso,hob,The Hobbit,89,normal,uncommon,1,114956,cb25b11a-6bf5-4a9a-b60f-d4dcac3816d6,0.14,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Grande Goblin Brutto // Clap! Snap!,hob,The Hobbit,74,normal,uncommon,1,115011,c87f6004-e1cf-42b2-9647-322bc4939339,0.08,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Sentinelle del Porticato,hob,The Hobbit,67,normal,common,1,115094,07bfc803-e11b-47ab-9f25-0ace7e174200,0.03,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Warg Famelico,hob,The Hobbit,80,normal,common,1,115257,ea7b5052-b343-466d-879e-2a211657ef0a,0.06,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Città dei Goblin,hob,The Hobbit,183,normal,common,1,115088,d76df9d0-56cf-4351-a5e8-e6ae6fc791d1,0.07,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Montagna,hob,The Hobbit,197,normal,common,1,112923,51acfb01-4b0b-48fc-9704-a9b4a1e43a23,0.58,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
"Gollum, Sgattaiolatore Silente // Meager Meal",hob,The Hobbit,71,foil,common,1,115060,6cfaa182-3fec-4907-8814-b4d29c33cec3,0.09,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Lancia Corta Logora,hob,The Hobbit,108,foil,common,1,115203,7bf81a8b-52ad-49f5-a3d4-22613cad3a3d,0.23,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Grande Barca Dorata,hob,The Hobbit,42,normal,rare,1,114911,b2fb3995-5b43-4776-88b2-346d353edee0,0.17,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Separarsi in Amicizia,hob,The Hobbit,134,normal,rare,1,114889,b4ff1eac-6d97-40ab-9b7c-c2fdca0917d9,0.15,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Gli Hobbit Notai,hob,The Hobbit,131,normal,rare,1,115113,d876315f-b269-4254-a517-905c6e927462,0.31,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Leviatano della Burrasca,cmr,Commander Legends,407,normal,rare,1,56138,996bb4c0-dc72-4233-9f44-2e25aef71ad7,0.73,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Troll del Ponte Muscoso,shm,Shadowmoor,123,normal,rare,1,24743,537c39cc-44d3-4869-9e76-dd9c2c68ee90,0.8,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Presagio Prismatico,shm,Shadowmoor,126,normal,rare,1,24740,e75594cc-de47-49f2-9a8b-ba76c576368e,2.12,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Disegnatore di Sigilli,mor,Morningtide,49,normal,rare,1,24976,7c9341e6-b899-418d-916f-550775af419f,2.95,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Annichilatore,pogw,Oath of the Gatewatch Promos,3,foil,rare,1,9442,103cee09-5938-4a5b-bfd6-78f0e57826c8,0.65,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Annichilatore,pogw,Oath of the Gatewatch Promos,3,foil,rare,1,9442,103cee09-5938-4a5b-bfd6-78f0e57826c8,0.65,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Pellegrinaggio di Nissa,f16,Friday Night Magic 2016,1,foil,rare,1,9465,b94f8fda-bb5f-48e3-afb8-ff0b7bf6a2ea,0.38,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Frenesia Predatoria,cmm,Commander Masters,313,normal,uncommon,1,84135,2078908d-63ab-47f3-b01c-7c84e3f578b8,0.13,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Caverne del Sangue Versato,fdn,Foundations,259,normal,common,1,100806,8b90dc92-cb66-41d9-89f9-2b6e3cfc8082,0.09,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Pellegrinaggio di Nissa,f16,Friday Night Magic 2016,1,foil,rare,1,9465,b94f8fda-bb5f-48e3-afb8-ff0b7bf6a2ea,0.38,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Angelo dell'Egida,e01,Archenemy: Nicol Bolas,1,normal,rare,1,4945,3d27e65f-6d55-420e-a843-16097b50f7a2,0.36,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Fiamme Raggianti,dmc,Dominaria United Commander,126,normal,rare,1,71822,e80455ca-f23c-44da-b191-c3b12a9c546f,0.11,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Campione del Sottobosco,bfz,Battle for Zendikar,197,normal,mythic,1,10154,d53104d8-5b9a-45b6-a2f9-b2c5d231a03d,0.63,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Portare alla Luce,2x2,Double Masters 2022,188,normal,rare,1,70565,e3399260-a81a-475c-9b87-1efb1a13f8d6,0.34,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Cascate Roboanti,m3c,Modern Horizons 3 Commander,355,normal,rare,1,95018,c1a5d35b-8f33-4110-9bb3-298e0a263bda,0.15,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Cascate Roboanti,m3c,Modern Horizons 3 Commander,355,normal,rare,1,95018,c1a5d35b-8f33-4110-9bb3-298e0a263bda,0.15,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Araldo delle Maree,fdn,Foundations,593,normal,rare,1,100888,9ca4f70d-ec17-49a4-8968-598ecdbe8243,0.17,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Gemelli dello Stile Draconico,ktk,Khans of Tarkir,108,normal,rare,1,13290,646edf58-4bc5-4d87-af68-b8b006ccb806,0.17,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Profeta della Distorsione,ogw,Oath of the Gatewatch,46,foil,uncommon,1,9336,03ee2d7e-50ee-4f5a-b787-cf9669a892f3,1.56,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Assedio del Monastero,c17,Commander 2017,88,normal,rare,1,4367,32d2a1ad-210c-444d-9cb7-b78b493db7ea,0.53,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Radura delle Braci,ecc,Lorwyn Eclipsed Commander,146,normal,rare,1,110469,306a7feb-f254-4ef1-a813-709601e87905,0.24,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
"Kiora, Signora delle Profondità",pbfz,Battle for Zendikar Promos,213s,foil,mythic,1,10372,58c6a939-a8e9-4901-b15b-e68643801357,6.98,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
"Jori En, Tuffatrice delle Rovine",ogw,Oath of the Gatewatch,155,foil,rare,1,9227,900d3af7-a03f-4173-8a8a-bd146dec9c0f,1.49,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
Vendicatori dell'Occhio Saggio,pfrf,Fate Reforged Promos,50,foil,rare,1,12157,6720bc67-1aa5-4b80-b497-a8cea0d0e268,0.38,false,false,near_mint,it,EUR,2026-09-15T07:45:01.443873Z
